ds,yhat,yhat_lower,yhat_upper
2005-04-06,4.0565297688935935,-0.718086079664287,9.260422174224795
2005-04-07,4.260347964275693,-1.1411953153550989,9.443275379164271
2005-04-08,4.309796970840699,-0.9176327451836732,9.90526571806461
2005-04-09,4.4001882342348395,-0.7344046765182077,9.33349367692139
2005-04-10,4.571317245793702,-0.47353161823319734,10.142467927828639
2005-04-11,4.787450614767927,-0.1980317650364384,9.824387790531961
2005-04-12,5.191576303487501,-0.06931392217997653,10.374038635492123
2005-04-13,5.51981831353709,-0.04569330092458908,10.433433596609984
2005-04-14,5.732058381043336,0.744366014904904,10.834748342706437
2005-04-15,5.782368731683309,0.6501314884953031,11.144609056255181
2005-04-16,5.865961717515496,0.593779117298745,11.197965294076237
2005-04-17,6.022752213187626,1.247823788832978,11.639430088950148
2005-04-18,6.217342161651974,1.0376235844522461,11.407655374195247
2005-04-19,6.593261984634923,1.4503344639559148,11.621549968347257
2005-04-20,6.887370408521475,1.847885519916234,12.348740062387728
2005-04-21,7.06045570246536,1.8581798326276957,12.326520382992602
2005-04-22,7.06764298089505,1.8069829188353497,12.290893408202134
2005-04-23,7.105314138933324,1.9456749006543024,12.273495182815685
2005-04-24,7.214637167385246,2.041656960936805,12.422350206971787
2005-04-25,7.361515203476591,1.8264414104612325,12.324973250447146
2005-04-26,7.690791067092027,2.1129157355800547,12.638397599661198
2005-04-27,7.940609905723912,2.799801817407749,13.127793487173983
2005-04-28,8.07298402406509,3.1314956265825384,12.98429710577695
2005-04-29,8.044165604568308,3.004779113081647,13.092919142763034
2005-04-30,8.055240366840119,2.769339739969497,12.811199707126576
2005-05-01,8.14451242153782,3.085834432646959,13.136322389882075
2005-05-02,8.278546286721008,3.389464519913932,13.701011617019287
2005-05-03,8.602647675168848,3.4459209655747136,13.756130433748222
2005-05-04,8.855213595126589,3.3335358477872417,14.17274424273422
2005-05-05,8.998290705955876,3.689861608495211,14.07739429627883
2005-05-06,8.987947803776759,3.4605327398775465,14.30887264597439
2005-05-07,9.02116999064192,3.840662036972873,13.777410924172974
2005-05-08,9.139371992984577,3.766787645372988,14.491086686882843
2005-05-09,9.308341418410848,4.329605266562586,14.72199346151145
2005-05-10,9.672447835486492,4.5602867410384755,14.58034220450964
2005-05-11,9.969020133596814,4.6691910290912775,15.040122355949784
2005-05-12,10.158935777371388,4.8863536407193875,15.68079513207522
2005-05-13,10.197026919711845,5.023599476418097,15.372142424040131
2005-05-14,10.279009939679433,5.426211306595739,15.477441180438587
2005-05-15,10.44503483663707,5.293593252406516,15.95554708288847
2005-05-16,10.65966421865054,5.38459704320562,15.710076642692837
2005-05-17,11.066116732829666,6.129086974542799,15.729585488485782
2005-05-18,11.400676402059407,6.282020536327339,16.719551913916415
2005-05-19,11.623310563233028,6.842618938447772,16.85970591168191
2005-05-20,11.688100551485569,6.527816810498491,16.88848753837378
2005-05-21,11.790191000646754,6.6323716714917555,16.676536614479282
2005-05-22,11.969353638665972,6.893529423125801,17.386257907007952
2005-05-23,12.189974922441177,6.982339808584374,17.6885513356033
